,Rank,Scores,Name,Branch,Town,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City_y,State,Country,College Type,Average Fees
477,30403,57.4239924,Bharati Vidyapeeth College of Engineering,"Electronics and TelecommunicationEngg",  Navi Mumbai,Co-Ed,,2216,71,1990,3.16,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room",Navi Mumbai,Maharashtra,India,Private,315875
949,30650,57.1117027,Deogiri Institute of Engineering and Management Studies,"Electronics andTelecommunication Engg", Aurangabad,Co-Ed,9 Acres,2968,157,2009,1.32,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Aurangabad,Maharashtra,India,Private,216583.3333
593,30732,57.032754,Vidyavardhini's College of Engineering and Technology,"Electronics and TelecommunicationEngg", Vasai,Co-Ed,12 Acres,1809,65,1994,3.18,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Vasai,Maharashtra,India,Private,360857.1429
1151,92537,57.0,Yashoda Technical Campus,"Electronics and TelecommunicationEngg", Wadhe,Co-Ed,10 Acres,498,138,2011,1.89,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Satara,Maharashtra,India,Private,219066.6667
618,12857,57.0,Annasaheb Dange College of Engineering and Technology,Computer Science and Engineering, Ashta,Co-Ed,25 Acres,2664,166,1999,3.29,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000
663,92169,57.0,Lokmanya Tilak College of Engineering,Electronics Engineering, Kopar Khairane,Co-Ed,3 Acres,2216,108,1994,3.14,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
1096,12981,57.0,Hi-Tech Institute of Technology,Civil Engineering, Aurangabad,Co-Ed,,308,37,2001,1.83,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Aurangabad,Maharashtra,India,Private,280000
544,12724,57.0,Bharati Vidyapeeth's College of Engineering for Women,Information Technology, Katraj,Female,,905,56,2000,3.43,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,323500
1095,12981,57.0,Hi-Tech Institute of Technology,Civil Engineering, Aurangabad,Co-Ed,10 Acres,1038,106,2008,1.14,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Khurdha,Odisha,India,Private,207700
744,91914,57.0,Sinhgad Academy of Engineering,"Electronics and TelecommunicationEngg", Kondhwa (BK)  Kondhwa-Saswad Road,Co-Ed,,3071,150,2005,2.84,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
745,92580,57.0,Sinhgad Academy of Engineering,"Electronics and TelecommunicationEngg", Kondhwa (BK)  Kondhwa-Saswad Road,Co-Ed,,3071,150,2005,2.46,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
774,92499,57.0,NBN Sinhgad Technical Institutes Campus,Electrical Engineering, Pune,Co-Ed,17 Acres,1810,128,2011,2.62,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
751,91668,57.0,Sinhgad Academy of Engineering,"Electronics and TelecommunicationEngg", Kondhwa (BK)  Kondhwa-Saswad Road,Co-Ed,,3071,150,2005,2.36,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
804,74546,56.2223276,Anjuman-I-Islam's Kalsekar Technical Campus,Mechanical Engineering, Panvel,Co-Ed,11 Acres,2440,78,2011,2.15,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6667
1228,31297,56.1196908,Nanasaheb Mahadik College of Engineering,Computer Science and Engineering,Walwa,Co-Ed,,898,17,2011,1.65,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories",Ashta,Maharashtra,India,Private,226166.6667
1083,31297,56.1196908,Mauli Group of Institutions,"Computer Science andEngineering", College of Engineering and Technology,Co-Ed,45 Acres,1001,73,2011,1.36,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Sawarna,Maharashtra,India,Private,243142.8571
1060,31244,56.1196908,Genba Sopanrao Moze College of Engineering,Information Technology, Baner-Balewadi,Co-Ed,,1836,76,1999,1.18,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,344000
1217,93342,56.0,Mahatma Basaweshwar Education Society's College of Engineering,Electrical Engineering, Ambejogai,Co-Ed,,1547,67,1993,1.55,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Ambajogai,Maharashtra,India,Private,231600
1181,92729,56.0,KDK College of Engineering,Computer Engineering, Umrer,Co-Ed,,2708,80,1984,1.62,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Nagpur,Maharashtra,India,Private,282222.2222
704,13349,56.0,Bajaj Institute of Technology,Computer Engineering, Wardha,Co-Ed,,541,20,2017,2.77,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
1164,93262,56.0,Sant Gajanan Maharaj College of Engineering,Mechanical Engineering, Gadhinglaj,Co-Ed,,933,60,2012,1.09,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Chinchewadi,Maharashtra,India,Private,233000
1180,92729,56.0,KDK College of Engineering,"Electronics and TelecommunicationEngg", Umrer,Co-Ed,6 Acres,2877,23,1984,1.47,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations",Ghoturli,Maharashtra,India,Private,364000
471,13068,56.0,Bharati Vidyapeeth College of Engineering,Mechanical Engineering, Belpada,Co-Ed,,2216,71,1990,3.23,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room",Navi Mumbai,Maharashtra,India,Private,315875
523,13365,56.0,Yeshwantrao Chavan College of Engineering,Electronics Engineering,Wanadongri,Co-Ed,14 Acres,,298,1984,3.42,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
1179,92729,56.0,KDK College of Engineering,"Electronics and TelecommunicationEngg", Umrer,Co-Ed,,2708,80,1984,1.18,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Nagpur,Maharashtra,India,Private,282222.2222
352,13327,56.0,Vidyalankar Institute of Technology,Electronics Engineering,Wadala,Co-Ed,11 Acres,3563,167,1999,3.34,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
1182,92729,56.0,KDK College of Engineering,Computer Engineering, Umrer,Co-Ed,6 Acres,2877,23,1984,1.56,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store, Alumni Associations",Ghoturli,Maharashtra,India,Private,364000
703,13182,56.0,Bajaj Institute of Technology,Electrical Engineering, Wardha,Co-Ed,,541,20,2017,2.29,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
718,31750,55.9656403,Bajaj Institute of Technology,Civil Engineering, Wardha,Co-Ed,,541,20,2017,2.2,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
899,32100,55.6161188,Jawaharlal Darda Institute of Engineering and Technology,Chemical Engineering, Yavatmal,Co-Ed,20 Acres,1280,40,1996,1.42,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Yavatmal,Maharashtra,India,Private,248000
1009,32374,55.501039,Maulana Mukhtar Ahmad Nadvi Technical Campus,Mechanical Engineering, Malegaon.,Co-Ed,14 Acres,404,67,2012,1.26,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Guest Room",Malegaon,Maharashtra,India,Private,175266.6667
570,32313,55.501039,Atharva College of Engineering,"Electronics andTelecommunication Engg",Malad(West),Co-Ed,6 Acres,2057,130,1999,3.16,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,480000
1022,94086,55.0,Shri Vithal Education and Research Institute's College of Engineering,"Electronics and TelecommunicationEngg","Pandharpur",Co-Ed,10 Acres,,153,1998,1.72,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Alumni Associations, Banks Facilities",Solapur,Maharashtra,India,Private,350000
400,14031,55.0,Sinhgad College of Engineering,Civil Engineering, Vadgaon (BK),Co-Ed,5 Acres,5292,300,1996,3.24,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
1259,94435,55.0,Bhagwant Institute of Technology,Computer Science and Engineering, Barshi,Co-Ed,,,34,1999,1.5,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Library, Cafeteria, IT Infrastructure, Transport, Laboratories",Galand,Uttar Pradesh,India,Private,240000
380,13543,55.0,Walchand Institute of Technology,"Electronics and TelecommunicationEngg", Solapur,Co-Ed,22 Acres,2551,156,1983,3.29,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
1260,94435,55.0,Bhagwant Institute of Technology,Computer Science and Engineering, Barshi,Co-Ed,,1055,88,2011,1.41,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Guest Room",Barshi,Maharashtra,India,Private,195714.2857
1261,94435,55.0,Bhagwant Institute of Technology,Computer Science and Engineering, Barshi,Co-Ed,150 Acres,492,156,1999,1.64,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Kailashpur Jasmor,Uttar Pradesh,India,Private,165687.5
705,13715,55.0,Bajaj Institute of Technology,Mechanical Engineering, Wardha,Co-Ed,,541,20,2017,2.58,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
447,94341,55.0,Aurangabad College of Engineering,Civil Engineering,  Naygaon Savangi,Co-Ed,,608,77,2010,3.3,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Aurangabad,Maharashtra,India,Private,144000
372,13675,55.0,Walchand Institute of Technology,Mechanical Engineering, Solapur,Co-Ed,22 Acres,2551,156,1983,3.09,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
721,13634,55.0,JSPM Narhe Technical Campus,Computer Engineering, Pune.,Co-Ed,,2610,166,2011,2.45,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.1818
511,13697,55.0,Yeshwantrao Chavan College of Engineering,"Electronics and TelecommunicationEngg",Wanadongri,Co-Ed,14 Acres,,298,1984,3.07,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
726,13787,55.0,JSPM Narhe Technical Campus,Computer Engineering, Pune.,Co-Ed,,2610,166,2011,2.38,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.1818
814,13489,55.0,Universal College of Engineering,Information Technology,Kaman Dist. Palghar,Co-Ed,5 Acres,1438,88,2012,2.29,"University of Mumbai, Mumbai","Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Banks Facilities",Poman,Maharashtra,India,Private,384000
389,32488,54.8724746,Walchand Institute of Technology,Mechanical Engineering, Solapur,Co-Ed,22 Acres,2551,156,1983,3.11,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
1280,95282,54.85,Adsul's Technical Campus,Civil Engineering, Chas Dist. Ahmednagar,Co-Ed,,624,68,2011,2.0,"Savitribai Phule Pune University, Pune","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Chas,Maharashtra,India,Private,248833.3333
548,32704,54.5210218,Bharati Vidyapeeth's College of Engineering for Women,"Electronics and TelecommunicationEngg", Katraj,Female,,905,56,2000,3.28,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,323500
1000,32722,54.5210218,Shri Shivaji Education Society's College of Engineering and Technology,"Computer Science andEngineering","Akola",Co-Ed,39 Acres,983,47,1983,1.55,"Sant Gadge Baba Amravati University, Amravati","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Amravati,Maharashtra,India,Private,293625
